"ID da resposta","Data de envio","Última página","Idioma inicial","Data de início","Data da última ação","Endereço IP","URL de referência","Qual sua idade?","Para fins estatísticos, de acordo com identificação civil, indique qual é o seu sexo:","Indique qual a cidade onde reside:","Indique qual a cidade onde reside: [Outros]","Encontrou dificuldade para se hospedar?","Qual é a sua profissão/ocupação?","Qual é a sua profissão/ocupação? [Outros]","Onde você estuda?","Onde você estuda? [Outros]","Profissional de qual área?","Profissional de qual área? [Outros]","O que achou do Sistema de Inscrições para o Evento?","Você se inscreveu no dia do Evento?","O que achou do processo para se inscrever no local?","O que achou do processo para se inscrever no local? - comment","O que achou do Material distribuidos aos participantes? 

	(Pasta/Crachá)","O que achou da divulgação do evento?","Como você soube do evento?","Como você soube do evento? [Outros]","Considerando esta etapa de inscrições, por favor, nos dê sua opinião/crítica/sugestão do que pode melhorar:","O que achou dos assuntos tratados/apresentados?","O que achou da estrutura das salas oferecidas?","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras básicas: [O poder do LibreOffice]","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras básicas: [Desenho Vetorial com Inkscape]","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras básicas: [Blender 3D e o Brasil, o que os brasileiros estão fazendo com o Blender]","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras básicas: [Empacotamento de aplicações Ruby on Rails no Linux]","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras básicas: [Lançamento do Debian 8 - Conheça as novidades da nova versão do Debian (Jessie)]","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras básicas: [Como contribuir com projetos de Software Livre]","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras básicas: [RPM e DEB - Afinal, o que escolher?]","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras técnicas: [PHP Profissional - Padrões e Ferramentas]","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras técnicas: [Não se repita - com Django Generic Views]","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras técnicas: [EFI? UEFI? GPT? Que?]","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras técnicas: [Pentaho Data Integration - Integração e Migração e Dados com ETL Open Source]","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras técnicas: [Customizando uma plataforma de CRM Open Source - SugarCRM]","Numa escala de 1 a 10, onde 1 é a pior nota e 10 é a melhor nota, por favor, avalie as palestras técnicas: [GIT - Esse é o cara!]","Numa escala de 1 a 5, onde 1 é a pior nota e 5 a melhor nota, avalie:

	O/a palestrante demonstrou ter domínio do assunto?

	 ","Numa escala de 1 a 5, onde 1 é a pior nota e 5 a melhor nota, avalie:

	A forma de apresentação se mostrou adequada ao conteúdo?","Gostaríamos de sua opinião/crítica/sugestão a respeito das palestras:","Você participou do Install Fest?","Você é usuário de qual Sistema Operacional?","Você é usuário de qual Sistema Operacional? [Outros]","Se usuário GNU/Linux, qual distro você usa?","Se usuário GNU/Linux, qual distro você usa? [Outros]","Em qual(is) software(s) você tem interesse? [Inkscape]","Em qual(is) software(s) você tem interesse? [Gimp]","Em qual(is) software(s) você tem interesse? [Audacity]","Em qual(is) software(s) você tem interesse? [MySql]","Em qual(is) software(s) você tem interesse? [LibreOffice Writer]","Em qual(is) software(s) você tem interesse? [LibreOffice Calc]","Em qual(is) software(s) você tem interesse? [LibreOffice Impress]","Em qual(is) software(s) você tem interesse? [LibreOffice Base]","Em qual(is) software(s) você tem interesse? [LibreOffice Project]","Em qual(is) software(s) você tem interesse? [Shellscript]","Em qual(is) software(s) você tem interesse? [Postgresql]","Em qual(is) software(s) você tem interesse? [iceweasel]","Em qual(is) software(s) você tem interesse? [Firefox]","Em qual(is) software(s) você tem interesse? [Google Chrome]","Em qual(is) software(s) você tem interesse? [Empathy]","Em qual(is) software(s) você tem interesse? [Pidgin]","Em qual(is) software(s) você tem interesse? [LDAP]","Em qual(is) software(s) você tem interesse? [Samba]","Em qual(is) software(s) você tem interesse? [Bind]","Em qual(is) software(s) você tem interesse? [Firewall IPTable]","Em qual(is) software(s) você tem interesse? [TLP - Autonomia de bateria]","Em qual(is) software(s) você tem interesse? [Bluetooth]","Em qual(is) software(s) você tem interesse? [Wifi]","Em qual(is) software(s) você tem interesse? [PHP]","Em qual(is) software(s) você tem interesse? [HTML 5]","Em qual(is) software(s) você tem interesse? [CSS]","Em qual(is) software(s) você tem interesse? [Outros]","Que nota você daria ao atendimento do instalador?","Todos os softwares livres que você queria foram instalados?","Se não, qual(is) faltou(ram)?","Se sim, qual(is) foi(ram) instalado(s)?","Você instalou um Sistema Operacional GNU/Linux?","Qual? [Debian]","Qual? [Ubuntu]","Qual? [Trisquel]","Qual? [Mandriva]","Qual? [OpenSUSE]","Qual? [CentOS]","Qual? [Outros]","Houve algum problema com algum hardware de seu computador?","Descreva o problema","Informe o nome do instalador que te atendeu","Com suas próprias palavras, avalie o instalador que te atendeu","Você participou dos minicursos?","O que achou dos assuntos oferecidos?","O que achou da estrutura dos laboratórios?","O que achou do sistema de inscrição para os Mini Cursos?","Considerando que o evento tem como propósito - promover o uso de software livre e a integração de comunidades de usuários de software livre em todos os países da América Latina, e, considerando a programação desta 11ª edição do FLISOL em Curitiba, você recomendaria outras oficinas? Se sim, Quais?","Considerando que o evento tem como propósito - promover o uso de software livre e a integração de comunidades de usuários de software livre em todos os países da América Latina, e, considerando a programação desta 11ª edição do FLISOL em Curitiba, você recomendaria outras oficinas? Se sim, Quais? - comment","O que achou do Horario do Evento?","Você gostaria de ajudar a organizar os próximos eventos de softwrae livre em Curitiba?","Por favor, informe seu e-mail:

	(favor, digitar todas as informações em caixa baixa)","Por favor, nos deixe sua opinião, de modo geral, a respeito do evento."
"3","2015-04-25 13:46:42","1","pt-BR","2015-04-25 11:35:00","2015-04-25 13:46:42","200.192.114.8","","Menor de 18 Anos","Masculino","Outros","Paranaguá","Não","Estudante/Acadêmico(a)","","IFPR","","","","Bom","Sim","Ótimo","","Ótimo","Normal","Amigos/as","","","Bom","Ótimo","","","","10","","","","9","9","","","","","5","5","","Não","","","","","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Sim","Sim","Não","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","Não","","","","Sim","","Normal","Não","",""
"4","","1","pt-BR","2015-04-26 07:43:53","2015-04-26 07:43:53","201.140.212.132","http://leonardorocha.eti.br/pesquisa/index.php/admin/survey/sa/view/surveyid/819229","","","","","N/A","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","N/A","","","","","","","N/A","",""
"5","","1","pt-BR","2015-04-26 07:56:07","2015-04-26 07:56:07","66.102.6.229","http://www.google.ca/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CFAQFjAD&url=http%3A%2F%2Fur1.ca%2Fk8kgt&ei=ZuA8VcypJI7ngQWiYw&usg=AFQjCNFYJDme_f-ckxt_gr_Q8l75svSbww","","","","","N/A","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","N/A","","","","","","","N/A","",""
"6","2015-04-26 11:18:43","1","pt-BR","2015-04-26 09:21:03","2015-04-26 11:18:43","187.181.229.54","","De 18 à 25 Anos","Masculino","Outros","Ponta Grossa","Não","Empresário(a)","","","","","","Bom","Não","","","Ótimo","Normal","Amigos/as","","Ótimo evento, mas penso que poderia ser por um período maior para não termos que escolher entre as palestras e oficinas. Penso também que o tempo de cada palestra poderia ser maior, pois muitos palestrantes estouraram o tempo e ainda faltou coisas para falar... Até porque todas eram muito boas.
**Evento bem organizado!","Ótimo","Ótimo","","10","","","","","8","8","","","","","6","5","5","Ótimas palestras, palestrantes com domínio de seus assuntos mas penso que alguns não conseguiram passar muito bem, talvez por ser um tempo um pouco curto.","Não","","","","","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Sim","Sim","Sim","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","Não","","","","Sim","Não recomendaria trocar oficinas mas sim inserir novas. Seria interessante uma oficina de banco de dados por exemplo, o MySql ou Postgres, oficinas de ferramentas/softwares que facilitam o dia a dia de quem gerencia os sistemas de uma empresa como o LDAP, dentre outros.","Ótimo","Sim","bruicardo@hotmail.com","Ótimo evento, bem organizado, penso que poderia acontecer por mais tempo, um único dia achei pouco."
"7","2015-04-26 11:12:45","1","pt-BR","2015-04-26 10:59:11","2015-04-26 11:12:45","177.82.41.120","","De 18 à 25 Anos","Masculino","Curitiba","","N/A","Estudante/Acadêmico(a)","","PUCPR","","","","Regular","Não","","","Bom","Boa","Faculdade/Universidade","","Por mais que tivesse me inscrito pelo site com bastante tempo de antecedência meu nome não apareceu no registro das pessoas que se inscreveram pelo site.Porém fui atendido bem pelos organizadores no que tange resolver a minha inscrição. ","Bom","Bom","9","7","","","","","","","","","","","","5","5","As palestras que assisti foram muito interessantes, apesar de ter assistido poucas por conta da oficina que participei ter tomado conta da tarde inteira.","Não","","","","","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","Sim","Normal","Bom","Ótimo","Sim","Alguma oficina de nível iniciante sobre o uso do terminal de comando no sistema operacional, um pouco de sua linguagem e funções.","Bom","Não","","Gostei do evento, aprendi mais sobre software livre, mas foi uma pena não ter conseguido assistir outras palestras por conta da oficina que ocupou a tarde inteira."
"8","","1","pt-BR","2015-04-26 11:18:51","2015-04-26 11:18:51","187.181.229.54","","","","","","N/A","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","N/A","","","","","","","N/A","",""
"9","","1","pt-BR","2015-04-26 12:35:38","2015-04-26 12:35:38","201.25.181.187","http://leonardorocha.eti.br/pesquisa/index.php/","","","","","N/A","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","N/A","","","","","","","N/A","",""
"10","2015-04-26 16:49:57","1","pt-BR","2015-04-26 16:25:44","2015-04-26 16:49:57","177.92.51.111","","De 26 à 30 Anos","Masculino","Curitiba","","N/A","Profissional","","","","Outros","Geógrafo/Educador Popular","Bom","Não","","","Normal","Normal","Outros","No ambiente de trabalho","Talvez, um pequeno mapa junto com o crachá das atividades (programação) que estao acontecendo ou que vão acontecer.","Bom","Bom","","","","","","","","","","","","","","4","4","Infelizmente só pude estar na atividade (nao lembro se era oficina ou seminario ou palestra,ou minicurso, mas acredito que oficina) sobre wordpress, que no momento era o que me interessava, mas ela foi boa, apesar da noticia de ultima hora da pessoa encarregada nao poder realizar a oficina e ser outra pessoa, mas foi bem boa.","Não","","","","","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Freemind e Semantik (mapas mentais) Quantum Gis (mapas e cartografia) darksnow, webradio","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","Não","","","","Sim","acho que recomendaria oficinas para o uso de alguns outros softwares, como mencionei acima, mas isso depende se há pessoas capacitadas para tal.","Bom","Sim","afedel@riseup.net","Muito bacana, descontraído e comprometido ao mesmo tempo. Gostei bastante."
"11","","1","pt-BR","2015-04-26 19:22:43","2015-04-26 19:22:43","201.17.159.154","","","","","","N/A","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","N/A","","","","","","","N/A","",""
"12","2015-04-26 20:17:16","1","pt-BR","2015-04-26 20:13:14","2015-04-26 20:17:16","201.22.18.113","http://bmail.uol.com.br/main/message?uid=Mzg1ODA&folder=INBOX&externalAcc=&link_security=1&msg_flagged=false&show_msg_header=0","De 31 à 40 Anos","Masculino","Outros","ara","Não","Estudante/Acadêmico(a)","","PUCPR","","","","Bom","Não","","","Ruim","Ruim","Redes Sociais","","","Bom","Bom","","4","","6","","","","","","","","","7","3","3","","Não","","","","","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","Não","","","","Não","","Ótimo","Sim","carlossantos23@bol.com.br",""
"13","","1","pt-BR","2015-04-27 07:19:45","2015-04-27 07:19:45","200.192.114.8","","","","","","N/A","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","N/A","","","","","","","N/A","",""
"14","2015-04-27 07:30:10","1","pt-BR","2015-04-27 07:26:41","2015-04-27 07:30:10","177.5.28.210","","De 31 à 40 Anos","Masculino","Outros","sao jose dos pinhais","Não","Estudante/Acadêmico(a)","","UFPR","","","","Bom","Não","","","Bom","Boa","Faculdade/Universidade","","","Bom","Ótimo","","","","8","8","7","8","","","","","","","4","4","","Não","","","","","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Sim","Sim","Não","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","Sim","Bom","Bom","Bom","Sim","","Ótimo","Não","",""
"15","2015-04-27 09:55:46","1","pt-BR","2015-04-27 09:23:28","2015-04-27 09:55:46","200.236.31.72","","De 18 à 25 Anos","Masculino","Curitiba","","N/A","Estudante/Acadêmico(a)","","UFPR","","","","Bom","Sim","Bom","","Normal","Normal","Faculdade/Universidade","","","Bom","Bom","4","6","","","6","8","5","2","","7","","","","4","3","Alguns palestrantes acabaram por extender demais o tempo de suas palestras, o que acabou prejudicando outros palestrantes. O que me incomodou foi o fato da organização não ter avisado ao palestrante que teve essa atitude sobre o seu tempo.","Não","","","","","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Lua, games","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","Não","","","","Sim","Oficinas sobre desenvolvimento do kernel do linux (uma introdução ao assunto), sobre empacotamento em diversas distribuições linux, sobre outros sistemas operacionais livres (FreeBsd, OpenBsd, haiku, BeOs, TempleOs).","Normal","Não","","Acredito que o evento ainda acaba atentendo usuários da área de computação, o que não é algo necessáriamente ruim, mas não acho que esse seja o público correto para a divulgação do software livre. Tiveram palestras que atendem a outros públicos,    mas não percebi a presença deles.

Ter uma pausa para almoço seria algo a se pensar em outros eventos. Algumas pessoas que chegaram cedo e queriam assistir a várias palestras (como eu), acabaram não tento tempo para almoçar.

Ter mais espaço para minicursos e oficinas também seria bom, e como muitas das palestras são introdutórias, seriam muito boas para a atração de público. Mas palestras mais avançadas também são bem vindas."
"16","2015-04-27 19:05:41","1","pt-BR","2015-04-27 18:53:29","2015-04-27 19:05:41","186.212.26.229","","De 18 à 25 Anos","Masculino","Outros","PONTA GROSSA","Não","Estudante/Acadêmico(a)","","Outros","UEPG","","","Ótimo","Não","","","Ótimo","Ótima","Redes Sociais","","","Bom","Ótimo","","","8","6","8","10","","","","","","","10","5","5","","Não","","","","","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Sim","Sim","Sim","Não","Não","","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","Sim","Bom","Normal","Bom","Sim","LINUX-CURSO AVANCADO","Bom","Não","",""
